PRQPath,PRQ UID,PRQ Name,TRQ UID,TRQ Name,TRQPath
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\QC Report,2822,[PRQ2822] The QC report shall display the operator who created the analysis job,1977,[TRQ1977] The analysis software shall produce a Quality Control Report with the following run information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\QC Report,2823,[PRQ2823] The QC report shall display QC results for all samples,2032,[TRQ2032] The analysis software shall produce a Quality Control Report with the following Run Metrics:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\QC Report,2824,[PRQ2824] The QC report shall display the panel information per sample,1977,[TRQ1977] The analysis software shall produce a Quality Control Report with the following run information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2765,[PRQ2765] The software shall provide one predefined report template.,1990,[TRQ1990] The analysis software shall be installed with one pre-defined report template.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2765,[PRQ2765] The software shall provide one predefined report template.,2031,[TRQ2031] The analysis software shall produce reports which contain the disclaimer For Research Use Only. Not for use in diagnostic procedures.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2773,"[PRQ2773] The software shall produce a report summarizing aberrations which will contain CNAs, Fusions, SNVs, and Indels.",2006,[TRQ2006] The summary data for SNVs in reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2773,"[PRQ2773] The software shall produce a report summarizing aberrations which will contain CNAs, Fusions, SNVs, and Indels.",2007,[TRQ2007] The summary data for Indels in reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2773,"[PRQ2773] The software shall produce a report summarizing aberrations which will contain CNAs, Fusions, SNVs, and Indels.",2008,[TRQ2008] The summary data for CNV Amplifications in reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2773,"[PRQ2773] The software shall produce a report summarizing aberrations which will contain CNAs, Fusions, SNVs, and Indels.",2009,[TRQ2009] The summary data for Fusions in reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2773,"[PRQ2773] The software shall produce a report summarizing aberrations which will contain CNAs, Fusions, SNVs, and Indels.",2028,"[TRQ2028] The analysis software shall generate reports with summary sections for SNVs, Indels, CNV Amplifications, and fusions.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2779,[PRQ2779] The software shall generate a summary report with a section for putative somatic mutations.,2006,[TRQ2006] The summary data for SNVs in reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2779,[PRQ2779] The software shall generate a summary report with a section for putative somatic mutations.,2007,[TRQ2007] The summary data for Indels in reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2779,[PRQ2779] The software shall generate a summary report with a section for putative somatic mutations.,2008,[TRQ2008] The summary data for CNV Amplifications in reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2796,"[PRQ2796] The software shall provide a final report that includes version information for analysis workflow, databases, infrastructure, and an overall version",2631,[TRQ2631] The analysis software shall allow a user to view the following software versioning information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\System Settings\System Infrastructure
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2851,[PRQ2851] The software shall provide sample results report in PDF format,2004,[TRQ2004] The analysis software shall allow the user to export an aberration report as a PDF file.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2851,[PRQ2851] The software shall provide sample results report in PDF format,2680,[TRQ2680] The analysis software shall allow the variants in the Loci of Interest to be included in generated reports.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2852,[PRQ2852] The software shall provide sample results report in JSON format.,2000,[TRQ2000] The analysis software shall allow the user to export VCF data as a JSON file.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2852,[PRQ2852] The software shall provide sample results report in JSON format.,2680,[TRQ2680] The analysis software shall allow the variants in the Loci of Interest to be included in generated reports.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2853,[PRQ2853] The sample results report shall display the sample information,2390,[TRQ2390] The analysis software shall produce reports containing the following tracking information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2854,[PRQ2854] The sample results report shall display the putative somatic frequency status.,2010,[TRQ2010] The detailed data for SNVs and Indels in the reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2855,[PRQ2855] The sample results report shall display the variant information,2010,[TRQ2010] The detailed data for SNVs and Indels in the reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2856,[PRQ2856] The sample results report shall display the sequencing run information,2390,[TRQ2390] The analysis software shall produce reports containing the following tracking information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2859,[PRQ2859] The software shall allow user to generate new result report with customized result filters,3383,[TRQ3383] The analysis software shall allow a user to generate reports manually with the desired filters applied.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Reporting\Variant Report,2872,[PRQ2872] The sample results report shall display the analysis software version information,2390,[TRQ2390] The analysis software shall produce reports containing the following tracking information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2814,[PRQ2814] The software shall display the status of each sample,2666,[TRQ2666] The analysis software shall detect cross-contamination between samples.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2814,[PRQ2814] The software shall display the status of each sample,1984,[TRQ1984] The analysis software shall display the status of a sample as  Successful  or  Failed  in the color code:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2828,[PRQ2828] The software shall display the sample name of each sample in the run result summary,2044,"[TRQ2044] When the user views run details, the analysis software shall display analysis status per sample, including the following information for each sample:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2829,[PRQ2829] The software shall display the selected panel of each sample in the run result summary,2044,"[TRQ2044] When the user views run details, the analysis software shall display analysis status per sample, including the following information for each sample:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2830,[PRQ2830] The software shall display the analysis workflow of each sample in the run result summary.,2044,"[TRQ2044] When the user views run details, the analysis software shall display analysis status per sample, including the following information for each sample:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2833,[PRQ2833] The software shall display the analysis run name in the run result summary,2044,"[TRQ2044] When the user views run details, the analysis software shall display analysis status per sample, including the following information for each sample:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2833,[PRQ2833] The software shall display the analysis run name in the run result summary,3358,"[TRQ3358] When the user views run details, the analysis software shall display the following run information:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2834,[PRQ2834] The software shall display the analysis completion date and time in the run result summary,2044,"[TRQ2044] When the user views run details, the analysis software shall display analysis status per sample, including the following information for each sample:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2835,[PRQ2835] The software shall display the name of operator who created the job in the run result summary,2044,"[TRQ2044] When the user views run details, the analysis software shall display analysis status per sample, including the following information for each sample:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2836,[PRQ2836] The software shall display the sequencing run information in the run result summary,3358,"[TRQ3358] When the user views run details, the analysis software shall display the following run information:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2837,[PRQ2837] The software shall display the flowcell ID in the run result summary where a BCL file was selected for secondary analysis.,3358,"[TRQ3358] When the user views run details, the analysis software shall display the following run information:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\General Run Results,2871,[PRQ2871] The software shall display the unique run ID the run result summary,3358,"[TRQ3358] When the user views run details, the analysis software shall display the following run information:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2753,[PRQ2753] The software shall generate allele frequencies for SNVs.,1978,[TRQ1978] The analysis software shall calculate allele frequency of SNVs in the following assay panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2753,[PRQ2753] The software shall generate allele frequencies for SNVs.,2019,[TRQ2019] The analysis software shall produce a Quality Control Report with a graph of the Allele Fraction Distribution.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2753,[PRQ2753] The software shall generate allele frequencies for SNVs.,2629,[TRQ2629] The analysis software shall allow a user to view detailed SNV and Indel data with the following information for an individual variant in the results screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2754,[PRQ2754] The software shall generate detected mutant copy per ml for SNVs.,1979,[TRQ1979] The analysis software shall calculate mutant molecules per milliliter for SNVs in the following assay panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2754,[PRQ2754] The software shall generate detected mutant copy per ml for SNVs.,2629,[TRQ2629] The analysis software shall allow a user to view detailed SNV and Indel data with the following information for an individual variant in the results screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2756,[PRQ2756] The software shall have sortable columns for allele frequency and detected mutant copies per ml.,1983,[TRQ1983] The SNV and Indel results table shall be sortable alphanumerically in ascending or descending order by the following columns:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2757,[PRQ2757] The software shall produce allele frequencies for Indels.,1985,[TRQ1985] The analysis software shall calculate allele frequency of Indels in all assay panels.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2757,[PRQ2757] The software shall produce allele frequencies for Indels.,2019,[TRQ2019] The analysis software shall produce a Quality Control Report with a graph of the Allele Fraction Distribution.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2758,[PRQ2758] The software shall produce detected mutant copy per ml for Indels.,1986,[TRQ1986] The analysis software shall calculate mutant molecules per milliliter for Indels in the following assay panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2760,[PRQ2760] The software shall have a view that provides qualitative results for CNAs.,2008,[TRQ2008] The summary data for CNV Amplifications in reports shall contain the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Report
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2763,[PRQ2763] The software shall have a display results for detected Fusions in categories.,1988,[TRQ1988] The analysis software shall display Fusion results in a table with the following column headers and information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2771,[PRQ2771] The software shall allow the user to filter results by different categories.,2013,[TRQ2013] The analysis software shall allow users to filter results by somatic mutations found in COSMIC,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2771,[PRQ2771] The software shall allow the user to filter results by different categories.,2014,[TRQ2014] The analysis software shall allow filtering results by allele frequency of variants found in 1000 Genomes.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2771,[PRQ2771] The software shall allow the user to filter results by different categories.,2015,[TRQ2015] The analysis software shall allow filtering results by allele frequency of variants found in ExAC.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2771,[PRQ2771] The software shall allow the user to filter results by different categories.,2016,[TRQ2016] The analysis software shall allow users to filter variants such that displayed variants match at least one of the selected SNPEff criteria.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2771,[PRQ2771] The software shall allow the user to filter results by different categories.,2018,[TRQ2018] The analysis software shall allow filtering results by common SNPs from dbSNP.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2771,[PRQ2771] The software shall allow the user to filter results by different categories.,2679,[TRQ2679] The analysis software shall allow a user to filter by variants which are rare in Germline genomes.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2774,[PRQ2774] The software shall enable sorting of results for numerical fields.,1983,[TRQ1983] The SNV and Indel results table shall be sortable alphanumerically in ascending or descending order by the following columns:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2774,[PRQ2774] The software shall enable sorting of results for numerical fields.,2030,[TRQ2030] The CNV Amplifications results table shall be sortable alphanumerically in ascending or descending order for the following columns:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2774,[PRQ2774] The software shall enable sorting of results for numerical fields.,2033,[TRQ2033] The fusion results table shall be sortable alphanumerically in ascending or descending order for the following columns:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2775,[PRQ2775] The software shall enable the filtering of 2 or more criteria simultaneously.,2016,[TRQ2016] The analysis software shall allow users to filter variants such that displayed variants match at least one of the selected SNPEff criteria.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2775,[PRQ2775] The software shall enable the filtering of 2 or more criteria simultaneously.,2034,[TRQ2034] The analysis software shall allow 2 or more filters to be applied simultaneously,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2777,[PRQ2777] The software shall allow sorting of aberration results by genes.,1983,[TRQ1983] The SNV and Indel results table shall be sortable alphanumerically in ascending or descending order by the following columns:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2777,[PRQ2777] The software shall allow sorting of aberration results by genes.,2030,[TRQ2030] The CNV Amplifications results table shall be sortable alphanumerically in ascending or descending order for the following columns:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2777,[PRQ2777] The software shall allow sorting of aberration results by genes.,2033,[TRQ2033] The fusion results table shall be sortable alphanumerically in ascending or descending order for the following columns:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2826,[PRQ2826] The software shall include a tab for Loci of Interest in the results page.,2620,[TRQ2620] The analysis software shall provide a Loci of Interest table of genes with SNVs a user can view with the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2826,[PRQ2826] The software shall include a tab for Loci of Interest in the results page.,2621,[TRQ2621] The analysis software shall provide a Loci of Interest table of genes with CNV Amplifications a user can view with the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2826,[PRQ2826] The software shall include a tab for Loci of Interest in the results page.,2622,[TRQ2622] The analysis software shall provide a Loci of Interest table of genes with fusions a user can view with the following information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2826,[PRQ2826] The software shall include a tab for Loci of Interest in the results page.,2623,[TRQ2623] The Loci of Interest table shall be sortable by any column.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2826,[PRQ2826] The software shall include a tab for Loci of Interest in the results page.,2670,[TRQ2670] The Loci of interest table shall display an indication for variant detection state. (dectected or not detected),Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2827,[PRQ2827] The software shall provide annotation using pre-specified databases.,2642,[TRQ2642] The analysis software shall allow a user to view license information about annotation sources.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\System Settings\System Infrastructure
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2838,[PRQ2838] The software shall display the detected SNVs and Indels for the Targeted Panel sample.,2668,[TRQ2668] The analysis software shall analyze samples sequenced with the following Panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2838,[PRQ2838] The software shall display the detected SNVs and Indels for the Targeted Panel sample.,1982,[TRQ1982] The analysis software shall display SNV and Indel information in a table with the column headers listed as:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2838,[PRQ2838] The software shall display the detected SNVs and Indels for the Targeted Panel sample.,2027,"[TRQ2027] The analysis software shall display results with separate tables for SNVs and Indels, CNV Amplifications, and fusions.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2839,[PRQ2839] The software shall display the detected CNAs for the Targeted Panel sample.,2668,[TRQ2668] The analysis software shall analyze samples sequenced with the following Panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2839,[PRQ2839] The software shall display the detected CNAs for the Targeted Panel sample.,2027,"[TRQ2027] The analysis software shall display results with separate tables for SNVs and Indels, CNV Amplifications, and fusions.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2840,[PRQ2840] The software shall display the detected Fusions for the Targeted Panel sample.,2668,[TRQ2668] The analysis software shall analyze samples sequenced with the following Panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2840,[PRQ2840] The software shall display the detected Fusions for the Targeted Panel sample.,1988,[TRQ1988] The analysis software shall display Fusion results in a table with the following column headers and information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2840,[PRQ2840] The software shall display the detected Fusions for the Targeted Panel sample.,2027,"[TRQ2027] The analysis software shall display results with separate tables for SNVs and Indels, CNV Amplifications, and fusions.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
